Code,ID
NH4,2547
Ca,2543
Cl,2549
Crit1,3250
Crit2,3251
Crit3,3252
Crit4,3253
HField,3266
HLab,3265
InorgN,3264
Mg,2544
NO3,2548
ValidFld,3262
ValidLab,3261
PptFChem,3260
K,2545
ppt,3259
Svol,2537
Na,2546
SO4,2550
