SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
384,ARLI1,Arlington Salmon Hatchery,US,WA, ,48.3,-122.04,200,06/21/90,09/03/90
385,CARI1,Carbon River: Passmore Farm,US,WA, ,47.02,-122.04,1700,06/21/90,09/03/90
386,CARN1,Carnation,US,WA, ,47.69,-122.01,125,06/24/90,09/03/90
387,CARS1,Carson National Fish Hatchery,US,WA, ,45.84,-122.04,1312,06/21/90,09/02/90
388,COWL1,Cowlitz Salmon Hatchery,US,WA, ,46.54,-122.68,425,06/21/90,09/03/90
389,CRYS1,Crystal Mountain,US,WA, ,46.95,-121.54,4500,06/21/90,09/03/90
390,GLEN1,Glenoma: Gleason Farm,US,WA, ,46.54,-122.19,1150,06/21/90,09/03/90
391,HUMP1,Humptulips,US,WA, ,47.25,-124.06,200,06/22/90,09/03/90
392,HURI1,Hurricane Ridge,US,WA, ,47.99,-123.56,5250,06/21/90,08/31/90
393,KEND1,Kendall/Nooksack Hatchery,US,WA, ,48.9,-122.19,350,06/21/90,09/03/90
394,KENT1,Kent: Thorsett Nursery,US,WA, ,47.4,-122.26,300,06/21/90,09/03/90
395,LAGR1,La Grande,US,WA, ,46.85,-122.38,1150,06/21/90,09/03/90
396,MOBA1,Mt. Baker Ski Area,US,WA, ,48.85,-121.74,4700,06/25/90,09/03/90
397,MUMO1,Mud Mountain Reservoir,US,WA, ,47.17,-121.99,1300,06/21/90,09/03/90
398,NEWH1,Newhalem,US,WA, ,48.69,-121.34,1480,06/21/90,09/03/90
399,NISQ1,Nisqually: McAllister Salmon Hatchery,US,WA, ,47.05,-122.78,0,06/21/90,08/29/90
400,NOBE1,North Bend,US,WA, ,47.52,-121.84,460,06/21/90,09/02/90
401,OHAN1,Ohanapacosh RS; Mt. Rainier NP,US,WA, ,46.75,-121.63,2000,06/21/90,09/03/90
402,PACK1,Packwood Airport,US,WA, ,46.62,-121.74,1050,06/21/90,09/03/90
403,PUYA1,Pullayup Hatchery,US,WA, ,47.2,-122.38,100,06/21/90,09/03/90
404,ROCH1,Rochester,US,WA, ,46.82,-123.11,150,06/21/90,08/29/90
405,SAIS1,Sauvie Island,US,WA, ,45.79,-122.83,50,07/18/90,09/02/90
406,SEWO1,Sedro Wooley / Judy Lake,US,WA, ,48.49,-122.24,500,06/21/90,09/03/90
407,SKOO1,Skookumchuck Hatchery,US,WA, ,46.8,-122.78,350,06/21/90,08/29/90
408,SOBI1,Sobieski Mountain,US,WA, ,47.69,-121.39,3300,07/16/90,09/03/90
409,SOMO1,South Mountain,US,WA, ,47.45,-123.43,3200,06/21/90,09/03/90
410,STPA1,Stampede Pass,US,WA, ,47.3,-121.43,3950,06/21/90,09/02/90
411,SULT1,Sultan: Skykomish Salmon Hatchery,US,WA, ,47.89,-121.78,350,06/21/90,09/03/90
412,TOUT1,Toutle: Foster Farm,US,WA, ,46.3,-122.79,550,06/21/90,09/03/90
413,TRLA1,Trout Lake: Schimidt Farm,US,WA, ,46.02,-121.59,1872,06/21/90,09/02/90
414,WILL1,Willapa Salmon Hatchery,US,WA, ,46.57,-123.64,100,06/21/90,09/03/90
