SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
207,ABT147,Abington,US,CT,090159991,41.84,-72.01,209,01/01/94,01/01/16
208,ACA416,Acadia NP,US,ME,230090103,44.38,-68.26,152,01/01/99,01/01/16
25664,ALC188,Alabama-Coushatta,US,TX,483739991,30.42,-94.4,101,01/01/05,01/01/16
209,ALH157,Alhambra,US,IL,171199991,38.87,-89.62,164,01/01/89,01/01/16
212,ANA115,Ann Arbor,US,MI,261619991,42.42,-83.9,267,01/01/89,01/01/16
213,ANL146,Argonne NL,US,IL, ,41.7,-87.99,229,01/01/88,01/01/92
214,ARE128,Arendtsville,US,PA,420019991,39.92,-77.31,269,01/01/89,01/01/16
215,ARE228,Arendtsville Collocated,US,PA, ,39.92,-77.31,269,01/01/92,01/01/94
217,ASH135,Ashland,US,ME,230039991,46.6,-68.41,235,01/01/89,01/01/16
218,ASH235,Ashland Collocated,US,ME, ,46.6,-68.41,235,01/01/97,01/01/00
219,BBE401,Big Bend NP,US,TX,480430101,29.31,-103.18,1052,01/01/96,01/01/16
220,BEL116,Beltsville,US,MD,240339991,39.03,-76.82,46,01/01/89,01/01/16
221,BFT142,Beaufort,US,NC,370319991,34.88,-76.62,2,01/01/94,01/01/16
222,BVL130,Bondville,US,IL,170199991,40.05,-88.37,212,01/01/89,01/01/16
224,BWR139,Blackwater NWR,US,MD,240199991,38.44,-76.11,4,01/01/97,01/01/16
225,CAD150,Caddo Valley,US,AR,050199991,34.18,-93.1,71,01/01/89,01/01/16
226,CAN407,Canyonlands NP,US,UT,490370101,38.46,-109.82,1814,01/01/95,01/01/16
227,CAT175,Claryville,US,NY, ,41.94,-74.55,765,01/01/95,01/01/16
228,CDR119,Cedar Creek,US,WV,540219991,38.88,-80.85,234,01/01/88,01/01/16
229,CDZ171,Cadiz,US,KY,212219991,36.79,-87.85,189,01/01/94,01/01/16
231,CHA267,Chiricahua NM Collocated,US,AZ, ,32.01,-109.39,1570,01/01/90,01/01/92
232,CHA467,Chiricahua NM (NPS),US,AZ,040038001,32.01,-109.39,1570,01/01/90,01/01/16
507,CHE185,Cherokee Nation,US,OK,400019009,35.75,-94.67,299,01/01/03,01/01/16
233,CKT136,Crockett,US,KY,211759991,37.92,-83.07,455,01/01/94,01/01/16
234,CND125,Candor,US,NC,371239991,35.26,-79.84,198,01/01/91,01/01/16
236,CNT169,Centennial,US,WY,560019991,41.37,-106.24,3178,01/01/90,01/01/16
25661,CON186,Converse Station,US,CA, ,34.19,-116.91,1837,01/01/04,01/01/10
237,COW137,Coweeta 137,US,NC,371139991,35.06,-83.43,686,01/01/88,01/01/16
239,CTH110,Connecticut Hill,US,NY,361099991,42.4,-76.65,501,01/01/88,01/01/16
241,CVL151,Coffeeville,US,MS,281619991,34,-89.8,134,01/01/89,01/01/16
242,DCP114,Deer Creek,US,OH,390479991,39.64,-83.26,267,01/01/89,01/01/16
244,DEN417,Denali NP,US,AK,020680003,63.72,-148.97,661,01/01/99,01/01/16
245,DEV412,Death Valley NM,US,CA, ,36.51,-116.84,125,01/01/95,01/01/07
246,EGB181,Egbert,CA,ON, ,44.23,-79.78,251,01/01/95,01/01/16
247,ESP127,Edgar Evins,US,TN,470419991,36.04,-85.73,302,01/01/89,01/01/16
248,EVE419,Everglades NP,US,FL, ,25.39,-80.68,2,01/01/99,01/01/16
249,GAS153,Georgia Station,US,GA,132319991,33.18,-84.41,270,01/01/89,01/01/16
252,GLR468,Glacier NP NPS,US,MT,300298001,48.51,-114,976,01/01/90,01/01/16
254,GRB411,Great Basin NP,US,NV,320330101,39.01,-114.22,2060,01/01/96,01/01/16
255,GRC474,Grand Canyon NP (NPS),US,AZ,040058001,36.06,-112.18,2073,01/01/90,01/01/16
256,GRS420,Great Smoky NP - Look Rock,US,TN,470090101,35.63,-83.94,793,01/01/99,01/01/16
257,GTH161,Gothic,US,CO,080519991,38.96,-106.98,2926,01/01/90,01/01/16
259,HOW132,Howland,US,ME,230199991,45.22,-68.71,69,01/01/93,01/01/12
508,HOX148,Hoxeyville,US,MI,261659991,44.18,-85.74,305,01/01/01,01/01/16
261,HVT424,Hawaii Volcanoes NP,US,HI, ,19.45,-155.3,1199,01/01/00,01/01/03
509,HWF187,Huntington Wildlife Forest,US,NY,360319991,43.97,-74.22,502,01/01/03,01/01/16
510,IRL141,Indian River Lagoon,US,FL,120619991,27.85,-80.46,2,01/01/02,01/01/16
262,JOT403,Joshua Tree NM,US,CA,060719002,34.07,-116.39,1244,01/01/95,01/01/16
263,KEF112,Kane Exp. Forest,US,PA,420479991,41.6,-78.77,622,01/01/89,01/01/16
511,KNZ184,Konza Prairie,US,KS,201619991,39.1,-96.61,348,01/01/02,01/01/16
264,LAV410,Lassen Volcanic NP,US,CA,060893003,40.54,-121.57,1756,01/01/96,01/01/16
265,LCW121,Lilley C. Woods,US,KY, ,37.13,-82.99,335,01/01/88,01/01/93
268,LRL117,Laurel Hill,US,PA,421119991,39.99,-79.25,615,01/01/88,01/01/16
269,LYE145,Lye Brook,US,VT, ,43.05,-73.06,730,01/01/97,01/01/06
270,LYK123,Lykens,US,OH, ,40.92,-83,303,01/01/89,01/01/10
512,MAC426,Mammoth Cave National Park,US,KY,210610501,37.28,-86.26,236,01/01/03,01/01/16
271,MCK131,Mackville,US,KY,212299991,37.7,-85.05,353,01/01/91,01/01/16
272,MCK231,Mackville Collocated,US,KY,212299991,37.7,-85.05,353,01/01/93,01/01/16
273,MEV405,Mesa Verde NP,US,CO,080830101,37.2,-108.49,2165,01/01/95,01/01/16
274,MKG113,M.K. Goddard,US,PA,420859991,41.42,-80.14,384,01/01/88,01/01/16
276,MOR409,Mount Rainier NP,US,WA,530531010,46.76,-122.12,421,01/01/96,01/01/12
277,NCS415,North Cascades NP,US,WA, ,48.54,-121.45,109,01/01/96,01/01/07
278,OLY421,Olympic NP,US,WA, ,48.1,-123.43,125,01/01/99,01/01/04
280,OXF122,Oxford,US,OH,390179991,39.53,-84.72,284,01/01/88,01/01/16
77387,PAL190,PAL190,US, , , , , ,01/01/08,01/01/16
281,PAR107,Parsons,US,WV,540939991,39.09,-79.66,510,01/01/88,01/01/16
283,PBF129,Perryville,US,KY, ,37.68,-84.97,279,01/01/88,01/01/89
284,PED108,Prince Edward,US,VA,511479991,37.17,-78.31,150,01/01/89,01/01/16
506,PET427,Petrified Forest,US,AZ,040170119,34.88,-109.97,1723,01/01/03,01/01/16
285,PIN414,Pinnacles NM,US,CA,060690003,36.48,-121.16,335,01/01/96,01/01/16
286,PND165,Pinedale,US,WY,560359991,42.92,-109.79,2388,01/01/89,01/01/16
287,PNF126,Cranberry,US,NC,370119991,36.1,-82.04,1219,01/01/89,01/01/16
500,POF425,Poker Flats (Yukon Flats) NM,US,AK, ,65.12,-147.43,495,01/01/02,01/01/03
288,PRK134,Perkinstown,US,WI,551199991,45.21,-90.6,472,01/01/89,01/01/16
289,PSU106,Penn State,US,PA,420279991,40.72,-77.93,378,01/01/87,01/01/16
290,QAK172,Quaker City,US,OH,391219991,39.94,-81.34,372,01/01/94,01/01/16
293,RCK163,Reynolds Creek,US,ID, ,43.21,-116.75,1198,01/01/90,01/01/92
294,RCK263,Reynolds Creek Collocated,US,ID, ,43.21,-116.75,1198,01/01/92,01/01/92
499,ROM206,Rocky Mtn NP Collocated,US,CO,080699991,40.28,-105.55,2804,01/01/02,01/01/16
