SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
302,SHN418,Shenandoah NP - Big Meadows NPS,US,VA,511130003,38.52,-78.44,1073,07/01/88,12/30/14
307,SND152,Sand Mountain,US,AL,010499991,34.29,-85.97,352,01/01/89,12/30/14
308,SPD111,Speedwell,US,TN,470259991,36.47,-83.83,361,07/01/89,12/30/14
309,STK138,Stockton,US,IL,170859991,42.29,-90,274,01/01/94,12/30/14
310,SUM156,Sumatra,US,FL,120779991,30.11,-84.99,14,01/01/89,12/30/14
311,SUM256,Sumatra Collocated,US,FL, ,30.11,-84.99,14,10/01/90,03/31/93
312,THR422,Theodore Roosevelt NP,US,ND,380070002,46.9,-103.38,850,08/01/98,12/30/14
313,UIN162,Uinta,US,UT, ,40.55,-110.32,2500,07/01/89,09/30/93
98209,UND002,Underhill,US,VT, ,44.53,-72.87,399,11/12/12,12/30/14
314,UVL124,Unionville,US,MI,261579991,43.61,-83.36,201,07/01/88,12/30/14
315,VII423,Virgin Islands NP - Lind Pt,US,VI, ,18.34,-64.8,80,04/01/98,01/31/04
316,VIN140,Vincennes,US,IN,180839991,38.74,-87.48,134,10/01/87,12/30/14
317,VOY413,Voyageurs NP,US,MN,271370034,48.41,-92.83,427,06/01/96,12/30/14
318,VPI120,Horton Station,US,VA,510719991,37.33,-80.56,920,07/01/87,12/30/14
319,WEL149,Wellston,US,MI, ,44.22,-85.82,295,07/01/88,09/30/00
320,WFM105,Whiteface Mtn.,US,NY, ,44.39,-73.86,570,01/01/87,12/30/14
23615,WNC429,WNC429, , , , , , ,11/21/03,12/30/14
321,WPA103,West Point A,US,NY, ,41.35,-74.05, ,01/01/87,09/30/88
322,WPB104,West Point B,US,NY, ,41.35,-74.05,203,01/01/87,09/30/93
323,WSP144,Wash. Crossing,US,NJ,340219991,40.31,-74.87,61,01/01/89,12/30/14
324,WST109,Woodstock,US,NH,330099991,43.94,-71.7,258,01/01/89,12/30/14
325,YEL408,Yellowstone NP (YEL408),US,WY,560391011,44.56,-110.4,2469,06/01/96,12/30/14
98295,YOS204,Yosemite NP Collocated,US,CA, ,37.71,-119.71,1605,04/01/12,12/30/14
326,YOS404,Yosemite NP - Turtleback Dome,US,CA,060430003,37.71,-119.7,1605,10/01/95,12/30/14
