Code,ID
NH4,2547
Ca,2543
Cl,2549
Field Cond,2541
pH Field,2539
Lab Cond,2540
pH Lab,2538
Mg,2544
NO3,2548
Ppt Nws,2535
PO4,2551
K,2545
Ppt Rec,2536
Svol,2537
Na,2546
SubPpt,2534
SO4,2550
