Code,ID
NH4_DRY_DEP_FLUX,3460
CA_DRY_DEP_FLUX,3461
CL_DRY_DEP_FLUX,3465
MG_DRY_DEP_FLUX,3462
NO3_DRY_DEP_FLUX,3459
HNO3_DRY_DEP_FLUX,3457
K_DRY_DEP_FLUX,3464
NA_DRY_DEP_FLUX,3463
SO4_DRY_DEP_FLUX,3458
SO2_DRY_DEP_FLUX,3456
