Code,ID
ALf,101
SBf,152
ASf,102
BAf,103
BRf,104
CDf,107
CAf,105
ECf,114
OCf,141
CLf,109
CRf,112
COf,111
CUf,113
GAf,119
GEf,120
Hf,121
INf,123
FEf,118
LAf,126
PBf,148
babs,300
MGf,128
MNf,130
MF,127
HGf,122
MOf,131
NIf,138
NO3f,139
PDf,149
Pf,147
Kf,124
RBf,150
SEf,153
SIf,154
AGf,100
NAf,134
SRf,158
SO4f,156
Sf,151
SNf,155
TIf,159
Vf,160
Yf,161
ZNf,162
ZRf,163
