Code,ID
max3mppm_3yravg,3243
min3mppm_3yravg,3244
endmonthmax_W126_12hr,3234
endmonthmin_W126_12hr,3237
W126,3225
max3mon_W126_12hr,3233
max3mppmlag1,3226
max3mppmlag2,3227
min3mon_W126_12hr,3236
min3mppm_W126_12hr,3228
min3mppmlag1,3229
min3mppmlag2,3230
nvalyrsmax3mppm,3240
nvalyrsmin3mppm,3241
