Code,ID
HNO3DRY,3324
NH4DRY,3326
NO3DRY,3325
SO4DRY,3318
SO2DRY,3317
PRECIP,3315
DRY_N,3328
DRY_S,3320
TOTAL_N,3329
TOTAL_S,3321
WET_N,3327
WET_S,3319
NH4WET,3323
NO3WET,3322
SO4WET,3316
