SiteID,SiteCode,SiteName,CT,ST,EPACode,Lat,Lon,Elev,Start,End
1,ACAD1,Acadia NP,US,ME,230090103,44.38,-68.26,157,08/01/15,03/29/17
100,AGTI1,Agua Tibia,US,CA,060659000,33.46,-116.97,508,08/01/15,03/29/17
25531,ATLA1,South Dekalb,US,GA,130890002,33.69,-84.29,243,08/01/15,03/29/17
59,BADL1,Badlands NP,US,SD,460710001,43.74,-101.94,736,08/01/15,03/29/17
94952,BALA1,Barrier Lake,CA,AB, ,51.03,-115.03,1391,08/01/15,03/29/17
43,BALD1,Mount Baldy,US,AZ,040018001,34.06,-109.44,2509,08/01/15,03/29/17
33,BAND1,Bandelier NM,US,NM,350281002,35.78,-106.27,1988,08/01/15,03/29/17
31,BIBE1,Big Bend NP,US,TX,480430101,29.3,-103.18,1067,08/01/15,03/29/17
25533,BIRM1,North Birmingham,US,AL,010730023,33.55,-86.81,176,08/01/15,03/29/17
95,BLIS1,Bliss SP (TRPA),US,CA,060179000,38.98,-120.1,2131,08/01/15,03/29/17
147,BLMO1,Blue Mounds,US,MN,271339000,43.72,-96.19,473,08/01/15,12/29/15
147,BLMO1,Blue Mounds (#2),US,MN,271339000,43.72,-96.19,473,08/01/15,12/29/15
38,BOAP1,Bosque del Apache,US,NM,350539000,33.87,-106.85,1390,08/01/15,03/29/17
59989,BOLA1,Boulder Lake,US,WY, ,42.85,-109.64,2296,08/01/15,03/29/17
140,BOND1,Bondville,US,IL,170191001,40.05,-88.37,263,08/01/15,03/29/17
23,BOWA1,Boundary Waters Canoe Area,US,MN,270759000,47.95,-91.5,527,08/01/15,03/29/17
49,BRCA1,Bryce Canyon NP,US,UT,490170101,37.62,-112.17,2481,08/01/15,03/29/17
65,BRID1,Bridger Wilderness,US,WY,560359000,42.97,-109.76,2627,08/01/15,03/29/17
5,BRIG1,Brigantine NWR,US,NJ,340019000,39.47,-74.45,5,08/01/15,03/29/17
42018,BRIS1,Breton Island,US,LA,220759000,30.11,-89.76,-7,08/01/15,03/29/17
130,BRMA1,Bridgton,US,ME,230050103,44.11,-70.73,234,08/01/15,12/29/15
98296,BYIS1,Baengnyeong Island,KR, , ,37.97,124.63,100,08/01/15,03/29/17
98296,BYIS1,Baengnyeong Island (#2),KR, , ,37.97,124.63,100,08/01/15,03/29/17
129,CABA1,Casco Bay,US,ME,230059002,43.83,-70.06,27,08/01/15,03/29/17
75,CABI1,Cabinet Mountains,US,MT,300899000,47.95,-115.67,1441,08/01/15,03/29/17
131,CACO1,Cape Cod,US,MA,250010002,41.98,-70.02,49,08/01/15,03/29/17
29,CACR1,Caney Creek,US,AR,051130003,34.45,-94.14,683,08/01/15,03/29/17
50,CANY1,Canyonlands NP,US,UT,490379000,38.46,-109.82,1798,08/01/15,03/29/17
52,CAPI1,Capitol Reef NP,US,UT,490559000,38.3,-111.29,1897,08/01/15,03/29/17
156,CEBL1,Cedar Bluff,US,KS,201950001,38.77,-99.76,666,08/01/15,03/29/17
18,CHAS1,Chassahowitzka NWR,US,FL,120179000,28.75,-82.55,4,08/01/15,03/29/17
39,CHIR1,Chiricahua NM,US,AZ,040038001,32.01,-109.39,1555,08/01/15,03/29/17
12,COHU1,Cohutta,US,GA,132139000,34.79,-84.63,735,08/01/15,03/29/17
113,CORI1,Columbia River Gorge,US,WA,530390011,45.66,-121,179,08/01/15,03/29/17
153,CRES1,Crescent Lake,US,NE,310699000,41.76,-102.43,1207,08/01/15,12/29/15
86,CRLA1,Crater Lake NP,US,OR,410358001,42.9,-122.14,1996,08/01/15,03/29/17
69,CRMO1,Craters of the Moon NM,US,ID,160230101,43.46,-113.56,1818,08/01/15,03/29/17
102,DENA1,Denali NP,US,AK,020680003,63.72,-148.97,658,08/01/15,03/29/17
526,DETR1,Detroit,US,MI,261630001,42.23,-83.21,180,08/01/15,03/29/17
110,DOME1,Dome Lands Wilderness,US,CA,060299001,35.73,-118.14,927,08/01/15,03/29/17
8,DOSO1,Dolly Sods Wilderness,US,WV,540939000,39.11,-79.43,1182,08/01/15,03/29/17
25534,DOUG1,Douglas,US,AZ,040039000,31.35,-109.54,1230,08/01/15,10/30/15
25540,EGBE1,Egbert,CA,ON, ,44.23,-79.78,251,08/01/15,03/29/17
157,ELDO1,El Dorado Springs,US,MO,290390001,37.7,-94.03,298,08/01/15,12/29/15
159,ELLI1,Ellis,US,OK,400450890,36.09,-99.94,697,08/01/15,10/18/15
19,EVER1,Everglades NP,US,FL,120860030,25.39,-80.68,1,08/01/15,03/29/17
19,EVER1,Everglades NP (#2),US,FL,120860030,25.39,-80.68,1,08/01/15,03/29/17
101299,FCPC1,Forest County Potawatomi Community,US,WI,550410007,45.56,-88.81,564,11/17/16,03/29/17
162,FLAT1,Flathead,US,MT,300479000,47.77,-114.27,1580,08/01/15,03/29/17
94959,FLTO1,Flat Tops,US,CO, ,39.92,-107.63,2593,08/01/15,03/29/17
160,FOPE1,Fort Peck,US,MT,300859000,48.31,-105.1,638,08/01/15,03/29/17
25541,FRES1,Fresno,US,CA,060190008,36.78,-119.77,100,08/01/15,03/29/17
25535,FRRE1,Frostburg Reservoir (Big Piney Run),US,MD,240239000,39.71,-79.01,767,08/01/15,03/29/17
25535,FRRE1,Frostburg Reservoir (Big Piney Run) (#2),US,MD,240239000,39.71,-79.01,767,08/01/15,03/29/17
448,GAAR1,Gates of the Arctic NP,US,AK, ,66.9,-151.52,196,08/01/15,10/30/15
74,GAMO1,Gates of the Mountains,US,MT,300499000,46.83,-111.71,2387,08/01/15,03/29/17
42,GICL1,Gila Wilderness,US,NM,350039000,33.22,-108.24,1776,08/01/15,03/29/17
72,GLAC1,Glacier NP,US,MT,300299001,48.51,-114,975,08/01/15,03/29/17
117,GRBA1,Great Basin NP,US,NV,320339000,39.01,-114.22,2066,08/01/15,03/29/17
48,GRCA2,Hance Camp at Grand Canyon NP,US,AZ,040058102,35.97,-111.98,2267,08/01/15,03/29/17
4,GRGU1,Great Gulf Wilderness,US,NH,330074002,44.31,-71.22,454,08/01/15,03/29/17
146,GRRI1,Great River Bluffs,US,MN,271699000,43.94,-91.41,370,08/01/15,03/29/17
53,GRSA1,Great Sand Dunes NM,US,CO,080039000,37.72,-105.52,2498,08/01/15,03/29/17
10,GRSM1,Great Smoky Mountains NP,US,TN,470090101,35.63,-83.94,811,08/01/15,03/29/17
32,GUMO1,Guadalupe Mountains NP,US,TX,481099000,31.83,-104.81,1672,08/01/15,03/29/17
39350,HACR1,Haleakala Crater,US,HI, ,20.76,-156.25,2158,08/01/15,03/29/17
107,HAVO1,Hawaii Volcanoes NP,US,HI,150019002,19.43,-155.26,1259,08/01/15,03/29/17
77,HECA1,Hells Canyon,US,OR,410630002,44.97,-116.84,655,08/01/15,03/29/17
28,HEGL1,Hercules-Glades,US,MO,292130003,36.61,-92.92,404,08/01/15,03/29/17
28,HEGL1,Hercules-Glades (#2),US,MO,292130003,36.61,-92.92,404,08/01/15,03/29/17
97,HOOV1,Hoover,US,CA,060519000,38.09,-119.18,2561,08/01/15,03/29/17
46,IKBA1,Ike's Backbone,US,AZ,040258104,34.34,-111.68,1298,08/01/15,03/29/17
25,ISLE1,Isle Royale NP,US,MI,260839000,47.46,-88.15,182,08/01/15,03/29/17
68,JARB1,Jarbidge Wilderness,US,NV,320079000,41.89,-115.43,1869,08/01/15,03/29/17
7,JARI1,James River Face Wilderness,US,VA,511639000,37.63,-79.51,290,08/01/15,03/29/17
101,JOSH1,Joshua Tree NP,US,CA,060719002,34.07,-116.39,1235,08/01/15,03/29/17
111,KAIS1,Kaiser,US,CA,060199000,37.22,-119.15,2598,08/01/15,03/29/17
89,KALM1,Kalmiopsis,US,OR,410330010,42.55,-124.06,80,08/01/15,03/29/17
100878,KPBO1,Kenai Peninsula Borough,US,AK, ,60.01,-151.71,5,08/19/15,03/29/17
87,LABE1,Lava Beds NM,US,CA,060930005,41.71,-121.51,1460,08/01/15,03/29/17
25542,LASU2,Lake Sugema,US,IA, ,40.69,-92.01,229,08/01/15,03/29/17
90,LAVO1,Lassen Volcanic NP,US,CA,060893003,40.54,-121.58,1733,08/01/15,03/29/17
13,LIGO1,Linville Gorge,US,NC,370110002,35.97,-81.93,969,08/01/15,03/29/17
